,easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
96,64551.0,1100.0,0.09,0.042,0.33399999999999996,10422065.15,0.10329197991139236,0.8967080200886076,760197.0377492609,272.7766852992282
99,64815.0,1100.0,0.09,0.032,0.33299999999999996,10400706.106,0.10533606151084386,0.8946639384891562,299453.9551514925,317.5771545064913
0,3300.0,65500.0,0.01,0.001,0.297,10833567.185,0.13004723470483515,0.8699527652951649,181855.0455278896,221.5569643525119
2,3427.0,65500.0,0.01,0.001,0.297,10824719.898,0.12969889327191853,0.8703011067280815,699396.4330931812,414.47616593943536
4,3554.0,65500.0,0.04,0.006999999999999999,0.297,10807325.935999999,0.1290029460123615,0.8709970539876385,936802.242395112,355.1629809223772
6,3681.0,65500.0,0.06,0.015,0.297,10798783.227,0.1286553425255344,0.8713446574744657,541539.4892431436,295.92133875145333
8,3808.0,65500.0,0.02,0.002,0.297,10790346.075,0.12830798651878114,0.8716920134812188,994464.1960834395,268.3164183974701
10,3935.0,65500.0,0.03,0.004,0.297,10782016.567,0.12796087787873547,0.8720391221212646,586908.6388751189,332.02678977584225
12,4062.0,65500.0,0.04,0.005,0.297,10765689.023,0.12726739954189786,0.8727326004581022,371060.5705956341,337.85686523708614
14,4189.0,65500.0,0.03,0.003,0.297,10757695.365999999,0.12692102687485765,0.8730789731251424,1324906.1306969796,323.86094722200426
16,4316.0,65500.0,0.03,0.003,0.297,10749818.11,0.12657489560749813,0.8734251043925019,639184.4769574007,349.78843294851293
18,4443.0,65500.0,0.03,0.002,0.29600000000000004,10742059.550999999,0.12622900280394944,0.8737709971960506,1021302.9654354687,217.5733168204346
20,4570.0,65500.0,0.03,0.003,0.29600000000000004,10726907.937,0.12553791781677914,0.8744620821832209,1078938.7977179345,369.05638271394247
22,4697.0,65500.0,0.02,0.001,0.29600000000000004,10719519.699,0.12519271669797916,0.8748072833020208,576886.666866046,342.75590719684976
24,4824.0,65500.0,0.04,0.006,0.29600000000000004,10712259.792000001,0.12484773614985435,0.8751522638501457,518049.4431387446,275.53435469728544
26,4951.0,65500.0,0.03,0.003,0.29600000000000004,10698135.102,0.12415841183860175,0.8758415881613982,985148.3727628394,263.22806009030046
28,5078.0,65500.0,0.03,0.004,0.29600000000000004,10691275.497000001,0.1238140539577324,0.8761859460422676,954219.2081147505,374.9815902582196
30,5205.0,65500.0,0.02,0.003,0.29600000000000004,10684554.58,0.12346988839492,0.8765301116050799,1270976.2407870658,303.8851005969038
32,5332.0,65500.0,0.03,0.004,0.29600000000000004,10677975.054,0.12312590640011498,0.876874093599885,645384.9265404806,280.99405094106675
34,5459.0,65500.0,0.02,0.002,0.29600000000000004,10665251.205,0.12243845466741407,0.8775615453325859,635881.8470157963,338.36328317324717
36,5586.0,65500.0,0.01,0.001,0.29600000000000004,10659112.511,0.12209496396954232,0.8779050360304577,786484.2123645331,304.02802043811886
38,5713.0,65500.0,0.0,0.0,0.295,10653126.46,0.12175161491419614,0.8782483850858038,517590.9913125303,307.96664341727563
40,5840.0,65500.0,0.05,0.009000000000000001,0.295,10647295.976,0.12140839527527456,0.8785916047247254,499779.513293549,301.80637530635073
42,5967.0,65500.0,0.01,0.0,0.295,10636113.597000001,0.12072229185767065,0.8792777081423293,482705.6019562855,235.8021768389995
44,6095.0,65500.0,0.02,0.001,0.295,10630767.746,0.12037938015415547,0.8796206198458445,463896.2867707486,309.35801855161867
46,6222.0,65500.0,0.04,0.005,0.295,10625589.547,0.1200365420307134,0.8799634579692867,1160322.2590425971,263.22883461486146
48,6349.0,65500.0,0.04,0.006999999999999999,0.295,10620582.112,0.1196937618284908,0.8803062381715092,663793.2827118312,184.09563366429086
50,6476.0,65500.0,0.03,0.002,0.295,10611092.151,0.1190083092776439,0.8809916907223561,742408.0609289939,285.76682797035244
52,6603.0,65500.0,0.04,0.006,0.295,10606616.002999999,0.11866560238652782,0.8813343976134722,1104853.075979357,321.2497719524199
54,6730.0,65500.0,0.0,0.0,0.295,10602323.371,0.1183228843721991,0.8816771156278009,1625070.9558204203,316.26996721352674
56,6857.0,65500.0,0.02,0.001,0.295,10594301.667000001,0.11763733937906395,0.8823626606209358,198300.9810287433,312.49024167487545
58,6984.0,65500.0,0.01,0.0,0.294,10590579.134,0.11729447326577565,0.8827055267342243,700275.0081916408,324.8040743214619
60,7111.0,65500.0,0.04,0.006,0.294,10587053.191,0.11695151782925192,0.8830484821707479,870190.0488820791,310.4387580250188
62,7238.0,65500.0,0.03,0.003,0.294,10583727.123,0.1166084523273459,0.8833915476726542,568895.3110086396,297.1624753280281
64,7365.0,65500.0,0.03,0.002,0.294,10577687.742,0.11592190623889255,0.8840780937611075,172931.92437875626,274.1912113562052
66,7492.0,65500.0,0.03,0.004,0.294,10574980.961000001,0.11557838239916085,0.8844216176008391,1411902.2790469704,241.95610190143088
68,7619.0,65500.0,0.03,0.003,0.294,10572487.108,0.1152346620984342,0.8847653379015658,644536.3890679098,350.583103835911
70,7746.0,65500.0,0.03,0.003,0.294,10570209.392,0.11489072315798045,0.8851092768420196,749039.3020184713,288.64959950100945
72,7873.0,65500.0,0.0,0.0,0.294,10566314.999,0.11420210018269993,0.8857978998173001,484357.3358262946,263.5282858559549
74,8000.0,65500.0,0.02,0.002,0.294,10564704.514,0.11385737154513223,0.8861426284548678,940251.2224070657,341.39961414950386
76,8127.0,65500.0,0.04,0.005,0.294,10563322.533,0.11351233521449205,0.8864876647855079,492404.77850096923,295.9571870257694
78,8254.0,65500.0,0.02,0.002,0.294,10561255.734,0.11282125188501528,0.8871787481149848,760197.1584399955,274.42132008382146
80,8381.0,65500.0,0.04,0.006,0.294,10560576.526,0.11247516188443672,0.8875248381155633,1385212.9309300026,280.5480400611749
82,8508.0,65500.0,0.02,0.001,0.294,10560137.022,0.1121286783634415,0.8878713216365585,286739.5045487449,299.1315116634704
84,8635.0,65500.0,0.0,0.0,0.293,10559939.767,0.11178178101323584,0.8882182189867641,894180.8398158427,332.209267247511
86,8762.0,65500.0,0.01,0.001,0.293,10560281.559,0.11108666688227734,0.8889133331177227,731946.4761062969,311.73735473545486
88,8889.0,65500.0,0.02,0.002,0.293,10560825.041000001,0.11073841304959843,0.8892615869504016,896706.0467894019,286.9952034599256
90,9016.0,65500.0,0.01,0.0,0.293,10561619.623,0.11038967146325647,0.8896103285367435,1025577.3078182386,402.8374288983297
92,9143.0,65500.0,0.02,0.002,0.293,10562667.134,0.11004042591684557,0.8899595740831544,597913.7289115605,268.47990814253404
94,9270.0,65500.0,0.01,0.0,0.293,10565527.402999999,0.10934036359884416,0.8906596364011559,294327.81142632646,314.3405552532951
96,9397.0,65500.0,0.0,0.0,0.293,10567342.928,0.10898952012583922,0.8910104798741608,1327307.6694819971,315.9703452870402
98,9524.0,65500.0,0.05,0.013999999999999999,0.293,10569416.902999999,0.10863811943042727,0.8913618805695727,917557.4728306256,347.28632289246343
0,17800.0,83700.0,0.01,0.0,0.318,11664410.627,0.13065637987004505,0.8693436201299549,905558.8894964536,258.5565891072163
3,18124.0,83700.0,0.02,0.001,0.318,11591285.531,0.12923811127493534,0.8707618887250647,553159.9261581908,223.26883294653285
6,18449.0,83700.0,0.02,0.002,0.319,11517851.261,0.12781873849365988,0.8721812615063401,797788.0890637294,301.4473797125961
9,18773.0,83700.0,0.01,0.0,0.319,11419507.580999998,0.1259253862231177,0.8740746137768823,822027.9349355345,364.51252872442063
12,19097.0,83700.0,0.0,0.0,0.319,11345462.979,0.1245053760229026,0.8754946239770974,990229.2779473431,350.05877282771195
15,19422.0,83700.0,0.01,0.0,0.319,11271203.695999999,0.12308592088386552,0.8769140791161345,876726.3913159514,253.7147044907424
18,19746.0,83700.0,0.0,0.0,0.319,11196757.813,0.12166751549620675,0.8783324845037932,642953.0958947168,288.2848220658776
21,20070.0,83700.0,0.01,0.0,0.319,11097255.375999998,0.1197787926167086,0.8802212073832913,866636.5894015272,293.2294935956532
24,20395.0,83700.0,0.03,0.003,0.32,11022485.021,0.11836474906116952,0.8816352509388304,429383.1953358237,285.5156665950371
27,20719.0,83700.0,0.01,0.0,0.32,10947624.55,0.11695338875626185,0.8830466112437382,448023.7118905597,329.47804248611686
30,21044.0,83700.0,0.01,0.0,0.32,10872704.582,0.1155451961326045,0.8844548038673955,651155.7422062991,281.02835092539465
33,21368.0,83700.0,0.02,0.002,0.32,10772773.845,0.11367336506274367,0.8863266349372563,1068118.214650839,268.5115627969047
36,21692.0,83700.0,0.0,0.0,0.32,10697840.989,0.1122744301468377,0.8877255698531623,464223.959324761,295.74402912470106
39,22017.0,83700.0,0.03,0.003,0.32,10622960.204,0.11088025449316892,0.8891197455068309,727089.475944986,253.32890244595924
42,22341.0,83700.0,0.01,0.0,0.32,10548168.623,0.1094913077174043,0.8905086922825957,633606.447464331,242.6253585977205
45,22665.0,83700.0,0.0,0.0,0.321,10448653.314,0.10764831659734668,0.8923516834026534,1031544.4805662704,275.14648465193716
48,22990.0,83700.0,0.01,0.0,0.321,10374226.142,0.10627337376654457,0.8937266262334554,277574.72763209214,266.34373487265134
51,23314.0,83700.0,0.03,0.004,0.321,10300027.791000001,0.10490519488979287,0.8950948051102071,798698.7899959767,321.173442684048
54,23638.0,83700.0,0.0,0.0,0.321,10226105.564,0.10354423063823233,0.8964557693617676,590907.7495214475,427.9431629121693
57,23963.0,83700.0,0.01,0.0,0.321,10128059.048,0.101741604268709,0.8982583957312908,503867.88846498256,286.24758531475936
60,24287.0,83700.0,0.01,0.001,0.321,10054980.707999999,0.10039919944821467,0.8996008005517854,488329.8895141967,262.40880254695384
63,24611.0,83700.0,0.01,0.0,0.321,9982356.519,0.09906547616903184,0.9009345238309682,883364.3061773053,221.80281657345336
66,24936.0,83700.0,0.01,0.0,0.321,9910246.178,0.09774086381575003,0.90225913618425,835160.3237464026,286.49872317032896
69,25260.0,83700.0,0.01,0.001,0.321,9815006.863,0.09598961984411518,0.9040103801558848,1062168.5198264376,318.5582321260677
72,25584.0,83700.0,0.01,0.001,0.321,9744343.361,0.09468790998414893,0.9053120900158512,774436.183092966,312.3274933075582
75,25909.0,83700.0,0.02,0.001,0.321,9674412.307,0.09339670981094564,0.9066032901890544,631044.9174185322,258.38967109037367
78,26233.0,83700.0,0.03,0.004,0.321,9605284.252,0.09211643090812137,0.9078835690918786,1161535.8820594558,361.3474861392455
81,26557.0,83700.0,0.02,0.001,0.321,9514487.483,0.09042708792448438,0.9095729120755156,732256.8497383244,322.014368167844
84,26882.0,83700.0,0.02,0.002,0.321,9447515.368999999,0.0891738807387752,0.9108261192612248,1054474.0043030295,344.01102721094213
87,27206.0,83700.0,0.03,0.003,0.321,9381589.6,0.08793295515087747,0.9120670448491224,693746.2742250175,227.70258178674652
90,27531.0,83700.0,0.0,0.0,0.321,9316782.957,0.08670472062615213,0.913295279373848,251921.3466225231,351.09208182345975
93,27855.0,83700.0,0.01,0.001,0.321,9232237.537999999,0.08508753064136516,0.9149124693586348,79461.62453588712,289.41420219573564
96,28179.0,83700.0,0.02,0.001,0.321,9170314.053,0.08389052379703574,0.9161094762029642,790234.500233986,346.23291267403977
99,28504.0,83700.0,0.01,0.0,0.321,9109734.604,0.08270760841635047,0.9172923915836496,630165.3421668467,344.10479339687487
0,43600.0,32700.0,0.06,0.013000000000000001,0.316,11180881.715,0.20838342120912276,0.7916165787908773,745631.8633985369,328.23078903553863
5,43892.0,32700.0,0.07,0.022000000000000002,0.316,11210451.96,0.20779887525012575,0.7922011247498743,849656.4197155286,289.03850753052944
10,44185.0,32700.0,0.07,0.02,0.317,11239030.21,0.2072172438170199,0.7927827561829801,910985.2749008834,164.0794026765213
15,44477.0,32700.0,0.08,0.022000000000000002,0.317,11266586.787,0.20663714489450197,0.793362855105498,449992.0729282628,254.3412393260521
20,44770.0,32700.0,0.08,0.02,0.317,11293091.920999998,0.2060570808858651,0.7939429191141351,541033.7248672496,290.05115933882524
25,45062.0,32700.0,0.06,0.016,0.317,11318515.687,0.20547542900627275,0.7945245709937272,929451.0199841205,357.76374723350443
30,45355.0,32700.0,0.07,0.022000000000000002,0.318,11342827.935999999,0.2048904306112028,0.7951095693887973,596532.9478345586,319.16993963907987
35,45647.0,32700.0,0.06,0.013999999999999999,0.318,11358403.568,0.20449763760516484,0.7955023623948352,734957.6140155942,320.21610274916196
40,45940.0,32700.0,0.06,0.015,0.318,11380795.425999999,0.20390274699644792,0.7960972530035519,835063.2884417791,239.2174110928229
45,46232.0,32700.0,0.09,0.036000000000000004,0.318,11401993.659000002,0.2032990638289421,0.7967009361710579,462335.4539154576,271.87288169665464
50,46525.0,32700.0,0.06,0.016,0.318,11421966.586,0.2026842247841097,0.7973157752158904,659974.431601179,345.2340225798439
55,46817.0,32700.0,0.06,0.018000000000000002,0.319,11440681.910999998,0.202055671198002,0.7979443288019981,426573.10032731935,303.14832413547884
60,47110.0,32700.0,0.08,0.031,0.319,11458106.654000001,0.2014106385905568,0.7985893614094433,483915.076585835,358.69465995172834
65,47402.0,32700.0,0.05,0.01,0.319,11474207.119,0.2007461512133265,0.7992538487866735,528399.7313788242,312.3552873952616
70,47695.0,32700.0,0.06,0.017,0.319,11488948.935,0.20005902585388693,0.7999409741461131,1021273.3401446864,334.37951468740965
75,47987.0,32700.0,0.06,0.016,0.319,11502297.214000002,0.19934589115069487,0.8006541088493051,864161.6152471134,264.06445079035814
80,48279.0,32700.0,0.06,0.012,0.32,11514216.881,0.19860323096569127,0.8013967690343087,535224.1521571585,401.6213410897689
85,48572.0,32700.0,0.05,0.008,0.32,11524673.27,0.19782746221611236,0.8021725377838876,524823.3498284639,280.775775927021
90,48864.0,32700.0,0.09,0.034,0.32,11533633.053,0.19701505742846145,0.8029849425715385,621985.1961901574,297.3900255695345
95,49157.0,32700.0,0.08,0.035,0.32,11541065.542000001,0.19616271768576024,0.8038372823142398,910666.6121411877,323.8432997278209
0,64600.0,41500.0,0.08,0.031,0.324,12301872.424,0.18504565730592235,0.8149543426940776,356513.1794480424,401.0670341958132
9,65497.0,41500.0,0.07,0.021,0.325,12281150.636,0.18674097181065644,0.8132590281893436,1026812.2330995965,334.29617564950354
18,66394.0,41500.0,0.09,0.034,0.325,12259145.27,0.18890489986364595,0.811095100136354,974596.9951792888,239.62280010943505
27,67291.0,41500.0,0.07,0.022000000000000002,0.326,12235311.63,0.19155459455046428,0.8084454054495357,349490.33949631936,184.0257753721088
36,68188.0,41500.0,0.06,0.018000000000000002,0.326,12209089.408,0.19470185759019606,0.8052981424098039,666335.5619685828,276.69124148932065
45,69084.0,41500.0,0.07,0.02,0.327,12179972.929000001,0.19835255055183454,0.8016474494481655,711804.3768545053,344.7688806566034
54,69981.0,41500.0,0.05,0.008,0.32799999999999996,12147581.906,0.2025061757676893,0.7974938242323106,307887.4354544666,279.28207813089585
63,70878.0,41500.0,0.08,0.026000000000000002,0.32799999999999996,12111715.669000002,0.20715561835262164,0.7928443816473784,799485.1811000565,343.52776800617636
72,71775.0,41500.0,0.07,0.023,0.32899999999999996,12072375.410999998,0.21228701621765994,0.78771298378234,679225.568829797,262.06229337313044
81,72672.0,41500.0,0.07,0.024,0.33,12029748.199000001,0.21787973898450247,0.7821202610154975,328283.5335886028,305.85633087766115
90,73569.0,41500.0,0.07,0.022000000000000002,0.331,11984159.103,0.2239064899661975,0.7760935100338024,794355.5438714606,314.87741659369726
99,74466.0,41500.0,0.08,0.022000000000000002,0.332,11936007.017,0.23033355935826536,0.7696664406417346,555260.3287740054,299.18484140979933
0,83200.0,30800.0,0.07,0.022000000000000002,0.33399999999999996,10164980.624,0.23185247285978905,0.7681475271402108,1100687.4697781329,299.3922055065406
2,83446.0,30800.0,0.08,0.026000000000000002,0.33399999999999996,10179046.377999999,0.233459348629818,0.766540651370182,270451.3777343057,281.2635355614553
4,83692.0,30800.0,0.08,0.022000000000000002,0.33299999999999996,10199709.492999999,0.2358419142086038,0.7641580857913962,777989.5312610678,372.96118220829516
6,83939.0,30800.0,0.07,0.02,0.33299999999999996,10213180.582999999,0.2374114934912697,0.7625885065087302,751934.3722369865,240.224829724493
8,84185.0,30800.0,0.06,0.011000000000000001,0.33299999999999996,10232905.808,0.2397372101314541,0.7602627898685459,1474646.443450659,331.01633562160197
10,84431.0,30800.0,0.07,0.027999999999999997,0.33299999999999996,10245719.832999999,0.24126835467815705,0.7587316453218429,340424.3737088482,280.67226078913245
12,84677.0,30800.0,0.07,0.021,0.33299999999999996,10264409.393,0.2435357347680331,0.7564642652319669,659319.7005273971,260.95993472156687
14,84924.0,30800.0,0.06,0.016,0.33299999999999996,10276498.03,0.2450276034718325,0.7549723965281675,743250.0597430805,322.23687498162786
16,85170.0,30800.0,0.08,0.027000000000000003,0.33299999999999996,10294044.048,0.2472356197012906,0.7527643802987094,299127.4445464263,233.8705500295961
18,85416.0,30800.0,0.07,0.02,0.33299999999999996,10305331.346,0.2486876897118608,0.7513123102881392,994829.9666916736,390.8652598676009
20,85662.0,30800.0,0.09,0.039,0.33299999999999996,10321612.996,0.2508358125752972,0.7491641874247028,412168.18149716564,355.36739397125893
22,85909.0,30800.0,0.09,0.028999999999999998,0.33299999999999996,10332013.234,0.2522479088374577,0.7477520911625424,488068.4305777075,385.7874293740088
24,86155.0,30800.0,0.09,0.037000000000000005,0.33299999999999996,10346893.059,0.2543361592096776,0.7456638407903224,88129.62952641437,280.25980715815604
26,86401.0,30800.0,0.07,0.026000000000000002,0.33299999999999996,10356307.921,0.2557084961531373,0.7442915038468627,494405.2313696554,277.6199412196236
28,86647.0,30800.0,0.06,0.015,0.33299999999999996,10365297.568,0.2570650875635126,0.7429349124364875,1207746.075596723,345.1855938055482
30,86894.0,30800.0,0.07,0.026000000000000002,0.33299999999999996,10377941.506000001,0.2590707623658173,0.7409292376341827,835788.3726207978,274.6751410925799
32,87140.0,30800.0,0.05,0.011000000000000001,0.33299999999999996,10385779.156,0.26038866957953394,0.7396113304204661,857946.7420752442,255.32276220959633
34,87386.0,30800.0,0.07,0.021,0.33299999999999996,10396589.048,0.2623372962301091,0.7376627037698908,1281105.6119780994,244.3991895149846
36,87632.0,30800.0,0.04,0.005,0.33299999999999996,10403126.295,0.2636179784944909,0.736382021505509,828919.3425872021,359.96800495407484
38,87879.0,30800.0,0.08,0.031,0.33299999999999996,10411854.511,0.2655122846804224,0.7344877153195777,706097.0949446764,266.48458638244176
40,88125.0,30800.0,0.07,0.019,0.33299999999999996,10416906.213,0.2667579742351183,0.7332420257648817,775448.6651957538,256.3411479600217
42,88371.0,30800.0,0.09,0.036000000000000004,0.33299999999999996,10423237.176,0.26860205501441586,0.7313979449855841,689104.1347626547,332.5649018281753
44,88617.0,30800.0,0.07,0.019,0.33299999999999996,10426561.531,0.2698160799840648,0.7301839200159352,996333.3720554444,227.5315580620627
46,88864.0,30800.0,0.05,0.009000000000000001,0.33299999999999996,10430070.828,0.2716160620253786,0.7283839379746214,510929.4041279252,323.30782530289895
48,89110.0,30800.0,0.08,0.027999999999999997,0.33299999999999996,10431332.264,0.272803450322878,0.7271965496771221,684071.0506013726,228.6304861981637
50,89356.0,30800.0,0.06,0.012,0.33299999999999996,10431413.504,0.2745686833616007,0.7254313166383993,669338.1424433744,309.0377485399396
52,89602.0,30800.0,0.07,0.02,0.33299999999999996,10430127.467,0.2757370623271589,0.7242629376728411,897700.6801988335,271.2371969989421
54,89849.0,30800.0,0.07,0.025,0.33299999999999996,10427657.926,0.2769004807195053,0.7230995192804947,935727.3302712791,303.42749607846594
56,90095.0,30800.0,0.07,0.027000000000000003,0.33299999999999996,10421578.484,0.27863883604769607,0.7213611639523041,626989.491696279,297.3358263242477
58,90341.0,30800.0,0.03,0.004,0.33299999999999996,10415921.132000001,0.27979356849140663,0.7202064315085934,715089.2073062254,358.20802250907616
60,90587.0,30800.0,0.05,0.009000000000000001,0.33299999999999996,10405168.595,0.2815171516685858,0.7184828483314142,583367.1151319381,314.23089079123616
62,90834.0,30800.0,0.09,0.027999999999999997,0.33299999999999996,10396625.622000001,0.2826583358809598,0.7173416641190402,1052063.3151620245,289.5707021972478
64,91080.0,30800.0,0.04,0.005,0.33299999999999996,10381985.375,0.2843545352210165,0.7156454647789835,504731.8482985901,270.582005715007
66,91326.0,30800.0,0.04,0.006999999999999999,0.33299999999999996,10371127.479,0.2854730668663086,0.7145269331336914,722682.5377822494,270.2344230456704
68,91572.0,30800.0,0.09,0.04,0.33299999999999996,10353364.104,0.287129830135784,0.7128701698642159,462250.77680791006,277.49593141311885
70,91819.0,30800.0,0.08,0.027999999999999997,0.33299999999999996,10340619.897,0.2882190717897793,0.7117809282102208,1078224.151869446,292.1066034775738
72,92065.0,30800.0,0.05,0.01,0.33299999999999996,10320269.91,0.2898282869905596,0.7101717130094405,1568228.5849160375,391.8262834633842
74,92311.0,30800.0,0.06,0.01,0.33299999999999996,10305940.44,0.2908838246605236,0.7091161753394764,752871.8508224472,248.60275350865
76,92557.0,30800.0,0.06,0.015,0.33299999999999996,10283391.167000001,0.2924400206667241,0.7075599793332759,924552.087837934,286.1116692117266
78,92804.0,30800.0,0.05,0.009000000000000001,0.33299999999999996,10267700.837000001,0.2934588244566005,0.7065411755433995,513644.86907444533,286.6407423291153
80,93050.0,30800.0,0.02,0.002,0.33299999999999996,10251517.662999999,0.2944622995887254,0.7055377004112746,749347.1040475252,221.15215948024203
82,93296.0,30800.0,0.07,0.023,0.33299999999999996,10226374.768,0.2959381420418675,0.7040618579581326,365046.18926394795,281.9496086746363
84,93542.0,30800.0,0.06,0.013999999999999999,0.33299999999999996,10209068.255,0.2969021006807966,0.7030978993192034,1048666.332139152,384.897772240084
86,93789.0,30800.0,0.04,0.005,0.33399999999999996,10182345.092,0.2983176290756944,0.7016823709243056,858085.5458921524,320.61836299629726
88,94035.0,30800.0,0.06,0.011000000000000001,0.33399999999999996,10164049.344,0.2992408015430973,0.7007591984569026,876045.1173939167,222.64340969825562
90,94281.0,30800.0,0.06,0.015,0.33399999999999996,10135930.513,0.3005944618832257,0.6994055381167743,1375289.663264296,268.0829279559041
92,94527.0,30800.0,0.05,0.01,0.33399999999999996,10116758.911,0.3014760218004288,0.6985239781995711,238667.36993575605,383.48662923611175
94,94774.0,30800.0,0.07,0.019,0.33399999999999996,10087401.829,0.3027668548479743,0.6972331451520257,521844.4748576256,248.0171661942506
96,95020.0,30800.0,0.06,0.012,0.33399999999999996,10067451.779,0.3036063329176665,0.6963936670823335,1374037.0228720014,243.74273282084957
98,95266.0,30800.0,0.04,0.008,0.33399999999999996,10036992.523,0.30483386558471354,0.6951661344152864,259830.92552429085,266.9951338856192
0,73000.0,400.0,0.09,0.034,0.319,9385738.317,0.1684842441287634,0.8315157558712366,1210288.3899664322,332.2332828875395
2,73214.0,400.0,0.07,0.023,0.319,9358679.235,0.16965658841046505,0.8303434115895351,652293.8901556697,255.95812252306894
4,73428.0,400.0,0.08,0.027999999999999997,0.319,9331541.679,0.17080770357166833,0.8291922964283317,776252.2033557291,301.481631897969
6,73643.0,400.0,0.11,0.055,0.319,9304329.682,0.1719378752800856,0.8280621247199144,293479.9794663249,261.85551996282487
8,73857.0,400.0,0.1,0.036000000000000004,0.319,9263381.064,0.1735945226952892,0.8264054773047108,351906.0638775843,185.73305491590492
10,74071.0,400.0,0.08,0.028999999999999998,0.319,9236000.943,0.1746736737950333,0.8253263262049667,1235600.3331414077,338.1466455138006
12,74285.0,400.0,0.08,0.027999999999999997,0.319,9208560.872000001,0.17573298268108425,0.8242670173189157,1067728.3563997552,323.5675026603729
14,74499.0,400.0,0.09,0.027000000000000003,0.319,9181065.072999999,0.17677278791295165,0.8232272120870483,757310.6726393703,260.0369300678539
16,74714.0,400.0,0.08,0.027999999999999997,0.318,9153517.79,0.1777934365131142,0.8222065634868858,1185367.6185925787,266.59972021995645
18,74928.0,400.0,0.08,0.025,0.318,9125923.292000001,0.17879528284081833,0.8212047171591816,740872.625740992,286.9337772846021
20,75142.0,400.0,0.09,0.045,0.318,9098285.858,0.17977868750749373,0.8202213124925063,349902.6946961499,227.04044810933246
22,75356.0,400.0,0.09,0.035,0.318,9056758.595,0.1812200178142787,0.8187799821857213,200761.14142002253,282.37171984369803
24,75570.0,400.0,0.1,0.038,0.318,9029032.613,0.18215892778574072,0.8178410722142593,500373.0813153039,270.01553289973134
26,75785.0,400.0,0.08,0.03,0.318,9001278.734,0.18308069290567236,0.8169193070943277,1098287.2510071236,323.24738186827784
28,75999.0,400.0,0.08,0.021,0.318,8973501.252999999,0.18398568976868376,0.8160143102313162,560153.9665410906,289.56812661477295
30,76213.0,400.0,0.1,0.042,0.318,8945704.46,0.1848742961238041,0.8151257038761959,1164342.194418302,287.6273970114081
32,76427.0,400.0,0.07,0.021,0.318,8917892.633,0.185746890115964,0.8142531098840359,1148047.1533596937,265.9741278160725
34,76641.0,400.0,0.08,0.023,0.318,8890070.037999999,0.18660384958009335,0.8133961504199066,627649.1020968975,318.9433804073154
36,76856.0,400.0,0.07,0.018000000000000002,0.318,8848325.256000001,0.1878607980269962,0.8121392019730038,845332.2253328632,196.33045342191375
38,77070.0,400.0,0.1,0.046,0.318,8820494.313,0.18868031639504632,0.8113196836049537,486216.4568617972,226.2908162713258
40,77284.0,400.0,0.07,0.019,0.318,8792667.413999999,0.18948551121819548,0.8105144887818045,1416686.2447520476,345.5078113961776
42,77498.0,400.0,0.07,0.017,0.318,8764848.747000001,0.1902767515520366,0.8097232484479634,1062592.3393011438,296.8852072160625
44,77712.0,400.0,0.07,0.024,0.318,8737042.486,0.19105440314463248,0.8089455968553676,591812.0066188382,293.93390895507235
46,77927.0,400.0,0.09,0.028999999999999998,0.318,8709252.777999999,0.19181882803921446,0.8081811719607855,947995.9465661036,251.41385535801624
48,78141.0,400.0,0.08,0.027999999999999997,0.319,8681483.752999999,0.19257038421764933,0.8074296157823506,851666.1070601838,332.74099242157433
50,78355.0,400.0,0.08,0.025,0.319,8639877.978,0.19367436187963252,0.8063256381203674,850326.8917709506,294.4958549532451
52,78569.0,400.0,0.05,0.013000000000000001,0.319,8612178.589,0.19439528301121992,0.8056047169887801,586885.5004782925,292.0874464091986
54,78783.0,400.0,0.08,0.027999999999999997,0.319,8584514.172,0.1951045521059547,0.8048954478940453,1162449.9001507896,313.65783845241987
56,78998.0,400.0,0.09,0.027000000000000003,0.319,8556888.763,0.1958025054346332,0.8041974945653668,896534.8569886225,322.1112869441689
58,79212.0,400.0,0.1,0.046,0.319,8529306.381000001,0.1964894738733037,0.8035105261266963,1052592.7375391764,350.8269815643682
60,79426.0,400.0,0.06,0.013000000000000001,0.319,8501771.026,0.1971657827577224,0.8028342172422775,721678.4781973773,310.373362871001
62,79640.0,400.0,0.08,0.031,0.319,8474286.679,0.19783175176214265,0.8021682482378574,356873.2083406197,272.2375110506061
64,79854.0,400.0,0.07,0.02,0.319,8433164.472000001,0.19881200308715166,0.8011879969128483,518310.3196218846,264.49070665874416
66,80069.0,400.0,0.07,0.021,0.319,8405824.964,0.1994534829812457,0.8005465170187542,594266.1966056182,372.4921501874981
68,80283.0,400.0,0.09,0.027999999999999997,0.32,8378550.279,0.20008569603336734,0.7999143039666327,705560.921181928,277.71634456097536
70,80497.0,400.0,0.08,0.025,0.32,8351344.331,0.20070893550763275,0.7992910644923672,885675.4464630744,279.95428187536544
72,80711.0,400.0,0.06,0.016,0.32,8324211.022000001,0.20132348869746755,0.7986765113025325,1342269.0975033178,290.126791148175
74,80925.0,400.0,0.08,0.028999999999999998,0.32,8297154.244,0.20192963692062915,0.7980703630793708,1071268.3047282584,302.57969104892237
76,81140.0,400.0,0.05,0.012,0.32,8270177.876,0.20252765552610397,0.797472344473896,895333.2271557703,295.002974210141
